,agency,amended_notice,amended_notice_date,comment_due_review_date,comment_letter_date,comment_letters,comment_letters_titles,contact_name,contact_phone,date_uploaded,document_type,eis_number,federal_register_date,rating,report_files,report_files_titles,report_link,state,supplemental_info,title,website
22,USCG,,,02/10/2015,,,,Roddy C. Bachman,202-372-1451,12/12/2014,Draft EIS; Draft EIS,20140356,12/12/2014,,../(EISDocs)/20140356/$file/01_Section_Executive Summary_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/02_Section_01_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/03_Section_02_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/04_Section_03_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/05_Section_04_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/06_Section_05_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/07_Section_06_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/08_Section_07_to_09_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/09_Section_10_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/10_Section_11_Port_Ambrose_DEIS_Volume_I.pdf?OpenElement||../(EISDocs)/20140356/$file/11_Appendix_A_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/12_Appendix_B_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/13_Appendix_C_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/14_Appendix_D_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/15_Appendix_E_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/16_Appendix_F_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/17_Appendix_G_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/18_Appendix_H_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/19_Appendix_I_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/20_Appendix_J_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/21_Appendix_K_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/22_Appendix_L_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/23_Appendix_M_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/24_Appendix_N_Port_Ambrose_DEIS_Volume II.pdf?OpenElement||../(EISDocs)/20140356/$file/25_Appendix_O_Port_Ambrose_DEIS_Volume II.pdf?OpenElement,EIS Document: 01_Section_Executive Summary_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 02_Section_01_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 03_Section_02_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 04_Section_03_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 05_Section_04_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 06_Section_05_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 07_Section_06_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 08_Section_07_to_09_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 09_Section_10_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 10_Section_11_Port_Ambrose_DEIS_Volume_I.pdf||EIS Document: 11_Appendix_A_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 12_Appendix_B_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 13_Appendix_C_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 14_Appendix_D_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 15_Appendix_E_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 16_Appendix_F_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 17_Appendix_G_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 18_Appendix_H_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 19_Appendix_I_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 20_Appendix_J_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 21_Appendix_K_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 22_Appendix_L_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 23_Appendix_M_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 24_Appendix_N_Port_Ambrose_DEIS_Volume II.pdf||EIS Document: 25_Appendix_O_Port_Ambrose_DEIS_Volume II.pdf,12/12/2014,NY,"The U.S. Coast Guard and the U.S. Department of Transportation's  Maritime 
Administration are joint lead agencies for the above project.",Port Ambrose Project Deepwater Port Application,
23,USDA,,,01/12/2015,,,,Sid Abel,301-851-3896,12/12/2014,Final EIS; Final EIS,20140357,12/12/2014,,,,12/12/2014,00, ,Monsanto Petitions (10-188-01p and 12-185-01p) for Determinations of Nonregulated Status for Dicamba-Resistant Soybean and Cotton Varieties,
24,USFS,,,01/20/2015,,,,Karen Roth,970-295-6621,12/12/2014,Final EIS; Final EIS,20140350,12/12/2014,,../(EISDocs)/20140350/$file/FEIS Pawnee Oil and Gas.pdf?OpenElement||../(EISDocs)/20140350/$file/FEIS Appendix A RoyalGorgeFinal_RFD_August_2012.pdf?OpenElement||../(EISDocs)/20140350/$file/FEIS Appendix  B 1997 Forest Plan Stipulations.pdf?OpenElement||../(EISDocs)/20140350/$file/FEIS Appendix C CARRMS Methodology.pdf?OpenElement||../(EISDocs)/20140350/$file/Dec_4_ObjectionLegalNotice.pdf?OpenElement||../(EISDocs)/20140350/$file/FEIS Draft ROD.pdf?OpenElement||../(EISDocs)/20140350/$file/FEIS ROD Map.pdf?OpenElement,EIS Document: FEIS Pawnee Oil and Gas.pdf||EIS Document: FEIS Appendix A RoyalGorgeFinal_RFD_August_2012.pdf||EIS Document: FEIS Appendix  B 1997 Forest Plan Stipulations.pdf||EIS Document: FEIS Appendix C CARRMS Methodology.pdf||EIS Document: Dec_4_ObjectionLegalNotice.pdf||EIS Document: FEIS Draft ROD.pdf||EIS Document: FEIS ROD Map.pdf,12/12/2014,CO, ,Pawnee National Grassland Oil and Gas Leasing Analysis,
25,USFS,,,01/26/2015,,,,Marnie Bonesteel,775-352-1240,12/12/2014,Draft EIS; Draft EIS,20140352,12/12/2014,,../(EISDocs)/20140352/$file/Bordertown to California DEIS.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown DEIS Appendices A-D.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown Visual Report.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown EMF Report.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown Recreation Report.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown Vegetation Report.pdf?OpenElement||../(EISDocs)/20140352/$file/Bordertown Water Soil Report.pdf?OpenElement,EIS Document: Bordertown to California DEIS.pdf||EIS Document: Bordertown DEIS Appendices A-D.pdf||EIS Document: Bordertown Visual Report.pdf||EIS Document: Bordertown EMF Report.pdf||EIS Document: Bordertown Recreation Report.pdf||EIS Document: Bordertown Vegetation Report.pdf||EIS Document: Bordertown Water Soil Report.pdf,12/12/2014,NV, ,Bordertown to California 120kV Transmission Line,
26,BLM,,,03/27/2015,,,,Colleen Sievers,775-885-6168,12/05/2014,Draft EIS; Draft EIS,20140339,12/05/2014,,../(EISDocs)/20140339/$file/CCDO_Vol_1_ES_Ch1-7_508.pdf?OpenElement||../(EISDocs)/20140339/$file/CCDO_Vol_2_AppsA-I_508.pdf?OpenElement,EIS Document: CCDO_Vol_1_ES_Ch1-7_508.pdf||EIS Document: CCDO_Vol_2_AppsA-I_508.pdf,12/05/2014,NV, ,Carson City District Draft Resource Management Plan,
27,FEMA,,,01/07/2015,,,,Alessandro Amaglio,510-627-7222,12/05/2014,Final EIS; Final EIS,20140345,12/05/2014,,"../(EISDocs)/20140345/$file/Cover, Abstract,Table of Contents and Acronyms.pdf?OpenElement||../(EISDocs)/20140345/$file/Executive Summary.pdf?OpenElement||../(EISDocs)/20140345/$file/Final EIS Sections 1-11.pdf?OpenElement||../(EISDocs)/20140345/$file/Final EIS Appendices A-F.pdf?OpenElement||../(EISDocs)/20140345/$file/Final EIS Appendices G-J.pdf?OpenElement||../(EISDocs)/20140345/$file/Final EIS Appendices K-Q.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 1 Primary Keys 1-298.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 2 Primary Keys 300-1897.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 3 Primary Keys 1900-2339.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 4 Primary Keys 2341-2868.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 5 Primary Keys 2870-5473.pdf?OpenElement||../(EISDocs)/20140345/$file/Appendix R Comment Submittals Part 6 Primary Keys 5502-11105.pdf?OpenElement","EIS Document: Cover, Abstract,Table of Contents and Acronyms.pdf||EIS Document: Executive Summary.pdf||EIS Document: Final EIS Sections 1-11.pdf||EIS Document: Final EIS Appendices A-F.pdf||EIS Document: Final EIS Appendices G-J.pdf||EIS Document: Final EIS Appendices K-Q.pdf||EIS Document: Appendix R Comment Submittals Part 1 Primary Keys 1-298.pdf||EIS Document: Appendix R Comment Submittals Part 2 Primary Keys 300-1897.pdf||EIS Document: Appendix R Comment Submittals Part 3 Primary Keys 1900-2339.pdf||EIS Document: Appendix R Comment Submittals Part 4 Primary Keys 2341-2868.pdf||EIS Document: Appendix R Comment Submittals Part 5 Primary Keys 2870-5473.pdf||EIS Document: Appendix R Comment Submittals Part 6 Primary Keys 5502-11105.pdf",12/05/2014,CA, ,"East Bay Hills, Final Hazardous Fire Risk Reduction",
28,FHWA,"Revision to FR Notice Published 12/05/2014; Extending the Review Period from 
01/05/2015 to 01/20/2015",12/29/2014,01/20/2015,,,,Gregory S. Punske,512-536-5960,12/05/2014,Final EIS; Final EIS,20140344,12/05/2014,,../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Abstract (3).pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Cover.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS List of Acronyms and Abbreviations.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS List of Agencies to Whom.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS List of Preparers.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS References.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 1.0 Need and Purpose.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 2.0 Alternatives.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 3.0 Affected Environment.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 4.0 Environmental Consequences.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 5.0 Final Section 4(f) Evaluation.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 6.0 Indirect Effects.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 7.0 Cumulative Effects.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 8.0 Public Involvement.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Section 9.0 Environmental Permits Issues and Commitments.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Signature Page_.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Summary.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document _US 181 Harbor Bridge Final EIS Table Of Contents.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 1.0_.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 2.0.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 3.1-3.8.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 3.9-3.17.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 4.0.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 5.0.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 6.0.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix A Figures_Section 7.0.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix B Agency Coordination.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix C Transportation Planning Documents.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix D Typical Sections.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix E Land Use Plates.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix F Community Questionnaire.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix G Supplemental Water Quality Information.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix H Displacements Plates.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix I Traffic Noise Plates.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix J Land Use Panel Questionnaire and Responses.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix K Public Involvement.pdf?OpenElement||../(EISDocs)/20140344/$file/EIS Document Appendix L ROW Acq...d Relocation Assistance.pdf?OpenElement,EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Abstract (3).pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Cover.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS List of Acronyms and Abbreviations.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS List of Agencies to Whom.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS List of Preparers.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS References.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 1.0 Need and Purpose.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 2.0 Alternatives.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 3.0 Affected Environment.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 4.0 Environmental Consequences.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 5.0 Final Section 4(f) Evaluation.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 6.0 Indirect Effects.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 7.0 Cumulative Effects.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 8.0 Public Involvement.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Section 9.0 Environmental Permits Issues and Commitments.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Signature Page_.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Summary.pdf||EIS Document: EIS Document _US 181 Harbor Bridge Final EIS Table Of Contents.pdf||EIS Document: EIS Document Appendix A Figures_Section 1.0_.pdf||EIS Document: EIS Document Appendix A Figures_Section 2.0.pdf||EIS Document: EIS Document Appendix A Figures_Section 3.1-3.8.pdf||EIS Document: EIS Document Appendix A Figures_Section 3.9-3.17.pdf||EIS Document: EIS Document Appendix A Figures_Section 4.0.pdf||EIS Document: EIS Document Appendix A Figures_Section 5.0.pdf||EIS Document: EIS Document Appendix A Figures_Section 6.0.pdf||EIS Document: EIS Document Appendix A Figures_Section 7.0.pdf||EIS Document: EIS Document Appendix B Agency Coordination.pdf||EIS Document: EIS Document Appendix C Transportation Planning Documents.pdf||EIS Document: EIS Document Appendix D Typical Sections.pdf||EIS Document: EIS Document Appendix E Land Use Plates.pdf||EIS Document: EIS Document Appendix F Community Questionnaire.pdf||EIS Document: EIS Document Appendix G Supplemental Water Quality Information.pdf||EIS Document: EIS Document Appendix H Displacements Plates.pdf||EIS Document: EIS Document Appendix I Traffic Noise Plates.pdf||EIS Document: EIS Document Appendix J Land Use Panel Questionnaire and Responses.pdf||EIS Document: EIS Document Appendix K Public Involvement.pdf||EIS Document: EIS Document Appendix L ROW Acq...d Relocation Assistance.pdf,12/05/2014,TX, ,US 181 Harbor Bridge,
29,NPS,,,01/05/2015,,,,Craig Kenkel,330-657-2752,12/05/2014,Final EIS; Final EIS,20140343,12/05/2014,,../(EISDocs)/20140343/$file/CUVA_Deer_Mgmt_FEIS_11_14_14.pdf?OpenElement,EIS Document: CUVA_Deer_Mgmt_FEIS_11_14_14.pdf,12/05/2014,OH, ,"Cuyahoga Valley National Park,  White-tailed Deer Management Plan",
30,USDA,,,01/20/2015,12/10/2014,,,Annette Fredette,928-226-4684,12/05/2014,Final EIS; Final EIS,20140346,12/05/2014,,../(EISDocs)/20140346/$file/Four-Forest Restoration Initiative FEIS Volume 1.pdf?OpenElement||../(EISDocs)/20140346/$file/Four-Forest Restoration Initiative FEIS Volume 2.pdf?OpenElement||../(EISDocs)/20140346/$file/Four-Forest Restoration Initiative Draft Record of Decision.pdf?OpenElement,EIS Document: Four-Forest Restoration Initiative FEIS Volume 1.pdf||EIS Document: Four-Forest Restoration Initiative FEIS Volume 2.pdf||EIS Document: Four-Forest Restoration Initiative Draft Record of Decision.pdf,12/05/2014,AZ, ,"Four-Forest Restoration Initiative, Coconino and Kaibab National Forests",
31,USFS,,,01/05/2015,,,,Edward Fischer,605-673-9207,12/05/2014,Final EIS; Final EIS,20140342,12/05/2014,,../(EISDocs)/20140342/$file/Teckla-Osage-Rapid City 230 kV Transmission Line FEIS - Volume 1.pdf?OpenElement||../(EISDocs)/20140342/$file/Teckla-Osage-Rapid City 230 kV Transmission Line FEIS - Volume 2 Appendices.pdf?OpenElement,EIS Document: Teckla-Osage-Rapid City 230 kV Transmission Line FEIS - Volume 1.pdf||EIS Document: Teckla-Osage-Rapid City 230 kV Transmission Line FEIS - Volume 2 Appendices.pdf,12/05/2014,WY, ,Teckla-Osage-Rapid City 230 kV Transmission Line Project,
32,USFS,,,01/05/2015,12/17/2014,../(PDFView)/20140340/$file/20140340.PDF?OpenElement,EPA Comment Letter (PDF),Jim Knibbs,803-561-4078,12/05/2014,Final EIS; Final EIS,20140340,12/05/2014,,../(EISDocs)/20140340/$file/Final EIS Chester County Stream & Riparian Restoration_Enhancement Project.pdf?OpenElement,EIS Document: Final EIS Chester County Stream & Riparian Restoration_Enhancement Project.pdf,12/05/2014,SC, ,Chester County Stream and Riparian/Restoration Enhancement Project,
33,USFWS,,,01/05/2015,,,,Mike Thomas,916- 414- 6600,12/05/2014,Final EIS; Final EIS,20140341,12/05/2014,,../(EISDocs)/20140341/$file/Maricopa Sun Solar ComplexHCP_FinalEIS_November 2014.pdf?OpenElement||../(EISDocs)/20140341/$file/ATT22222?OpenElement,EIS Document: Maricopa Sun Solar ComplexHCP_FinalEIS_November 2014.pdf||EIS Document: ATT22222,12/05/2014,CA, ,Maricopa Sun Solar Complex Habitat Conservation Plan,
34,AFS,,,01/05/2015,12/10/2014,,,Adam Mendonca,719-852-6225,11/28/2014,Final EIS; Final EIS,20140335,11/28/2014,,../(EISDocs)/20140335/$file/FEIS VWC Access Project_FEIS_Vol_1.pdf?OpenElement||../(EISDocs)/20140335/$file/FEIS VWC Access Project_FEIS_Vol_2.pdf?OpenElement,EIS Document: FEIS VWC Access Project_FEIS_Vol_1.pdf||EIS Document: FEIS VWC Access Project_FEIS_Vol_2.pdf,11/28/2014,CO, ,Village at Wolf Creek Access Project,
35,BR,,,01/12/2015,,,,Tim Rust,916-978-5516,11/28/2014,Draft EIS; Draft EIS,20140333,11/28/2014,,../(EISDocs)/20140333/$file/Central Valley Project Municipal & Industrial Water Shortage Policy Draft EIS Nov 19.pdf?OpenElement,EIS Document: Central Valley Project Municipal & Industrial Water Shortage Policy Draft EIS Nov 19.pdf,11/28/2014,CA, ,Central Valley Project Municipal and Industrial Water Shortage Policy,
36,BR,,,12/29/2014,11/26/2014,,,Bob Edwards,775-884-8342,11/28/2014,Final EIS; Final EIS,20140332,11/28/2014,,../(EISDocs)/20140332/$file/Final RMP AND EIS November.pdf?OpenElement,EIS Document: Final RMP AND EIS November.pdf,11/28/2014,NV, ,Newlands Project Final Resource Management Plan,
37,NIH,,,01/05/2015,,,,Mark Radtke,301-451-6467,11/28/2014,Final EIS; Final EIS,20140336,11/28/2014,,../(EISDocs)/20140336/$file/Signed_Dear_Reader_letter.pdf?OpenElement||../(EISDocs)/20140336/$file/2014_NIH_BC_MP_Final_EIS_.pdf?OpenElement,EIS Document: Signed_Dear_Reader_letter.pdf||EIS Document: 2014_NIH_BC_MP_Final_EIS_.pdf,11/28/2014,MD, , Proposed 2013 Master Plan National Institutes of Health Bethesda Campus,
38,USACE,,,01/12/2015,,,,Lisa Gibson,916-557-5288,11/28/2014,Draft EIS; Draft EIS,20140338,11/28/2014,,../(EISDocs)/20140338/$file/Cordova Hills EIS_November 2014.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix A - Appendix F.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix G - Appendix H.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix J - Appendix M.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix N.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix I - Part 1.pdf?OpenElement||../(EISDocs)/20140338/$file/Cordova Hills DEIS - Appendix I - Part 2.pdf?OpenElement,EIS Document: Cordova Hills EIS_November 2014.pdf||EIS Document: Cordova Hills DEIS - Appendix A - Appendix F.pdf||EIS Document: Cordova Hills DEIS - Appendix G - Appendix H.pdf||EIS Document: Cordova Hills DEIS - Appendix J - Appendix M.pdf||EIS Document: Cordova Hills DEIS - Appendix N.pdf||EIS Document: Cordova Hills DEIS - Appendix I - Part 1.pdf||EIS Document: Cordova Hills DEIS - Appendix I - Part 2.pdf,11/28/2014,CA, ,Cordova Hills Project,
39,USAF,,,12/29/2014,,,,Ms. Judith Keith,210-925-3367,11/28/2014,Final EIS; Final EIS,20140334,11/28/2014,,../(EISDocs)/20140334/$file/PRTC FEIS ExecSum.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC FEIS_Nov2014.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC App A-F.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC App G_Part1of2_PublicComments.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC App G_Part2of2_PublicComments.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC App H_FAA Circularization Comments.pdf?OpenElement||../(EISDocs)/20140334/$file/PRTC App I-N.pdf?OpenElement,EIS Document: PRTC FEIS ExecSum.pdf||EIS Document: PRTC FEIS_Nov2014.pdf||EIS Document: PRTC App A-F.pdf||EIS Document: PRTC App G_Part1of2_PublicComments.pdf||EIS Document: PRTC App G_Part2of2_PublicComments.pdf||EIS Document: PRTC App H_FAA Circularization Comments.pdf||EIS Document: PRTC App I-N.pdf,11/28/2014,SD, ,Powder River Training Complex Ellsworth Air Force Base,
